[script #256]  ; orig idx=256, "Darkness", offset 0xE97000, special: Deal 1x Damage + Apply Slow
F0 FE 11 FE    | > Random spell: [Nothing] or [Rasp] or [Nothing]
FE             | > End of if statement, reset target and wait
FC 01 0C 0D    | If... Hit by command [Blue] or [Sketch]
F0 FE FE 11    | > Random spell: [Nothing] or [Nothing] or [Rasp]
FE             | > End of if statement, reset target and wait
FC 01 0A 07    | If... Hit by command [Blitz] or [Iaido]
F0 EF FE EF    | > Random spell: [Special: Snatch Blow] or [Nothing] or [Special: Snatch Blow]
FE             | > End of if statement, reset target and wait
FC 05 00 00    | If... HP is decreased
F0 FE EE EE    | > Random spell: [Nothing] or [Fight] or [Fight]
FF             - End of script

[script #281]  ; orig idx=281, "Seymour", offset 0xE97CC0, special: Deal 1x Damage + Inflict Zombie
FC 0D 03 04    | If... Variable $003 is 4 or more
F0 16 23 E8    | > Random spell: [Flare] or [Meteor] or [Kill]
F0 EE EF 1C    | > Random spell: [Fight] or [Special: Lance of Atrophy] or [Regen]
FD             | > Wait for next turn, reset target
F0 4B 48 4F    | > Random spell: [Angel Feathers] or [Space Barrier] or [Queen's Aegis]
FD             | > Wait for next turn, reset target
F0 0F 18 19    | > Random spell: [Dispel] or [Slow] or [Haste]
F0 EE C5 A4    | > Random spell: [Fight] or [Northern Cross] or [Thunder Call]
FD             | > Wait for next turn, reset target
F0 3D 41 43    | > Random spell: [Tidal Wave] or [Zantetsuken] or [Mega Flare]
F0 FE FE 30    | > Random spell: [Nothing] or [Nothing] or [Curaga]
FD             | > Wait for next turn, reset target
17             | > Ultima
FD             | > Wait for next turn, reset target
C1             | > Barrier Change
FE             | > End of if statement, reset target and wait
FC 0D 03 03    | If... Variable $003 is 3 or more
F0 14 35 16    | > Random spell: [Scourge] or [Holy] or [Flare]
F0 EE EF EE    | > Random spell: [Fight] or [Special: Lance of Atrophy] or [Fight]
FD             | > Wait for next turn, reset target
F0 3A 44 3F    | > Random spell: [Earth's Fury] or [Dark Messenger] or [Radiant Breath]
FD             | > Wait for next turn, reset target
F0 0F 13 23    | > Random spell: [Dispel] or [Flood] or [Meteor]
F0 EE C5 34    | > Random spell: [Fight] or [Northern Cross] or [Tornado]
FD             | > Wait for next turn, reset target
F0 47 40 39    | > Random spell: [Holy Aura] or [Tri-Disaster] or [Silent Voice]
F0 EE EF 10    | > Random spell: [Fight] or [Special: Lance of Atrophy] or [Death]
FD             | > Wait for next turn, reset target
C1             | > Barrier Change
FE             | > End of if statement, reset target and wait
F0 0C 0D 0E    | Random spell: [Firaga] or [Blizzaga] or [Thundaga]
F0 EE EF EE    | Random spell: [Fight] or [Special: Lance of Atrophy] or [Fight]
FD             | Wait for next turn, reset target
F0 38 37 36    | Random spell: [Diamond Dust] or [Hellfire] or [Judgment Bolt]
FD             | Wait for next turn, reset target
F0 0F 09 10    | Random spell: [Dispel] or [Break] or [Death]
B2             | Whirlwind
FD             | Wait for next turn, reset target
F0 3C 3B 3E    | Random spell: [Chaos Wave] or [Demon Eye] or [Cat Rain]
F0 EE EF EE    | Random spell: [Fight] or [Special: Lance of Atrophy] or [Fight]
FD             | Wait for next turn, reset target
C1             | Barrier Change
FE             | End of if statement, reset target and wait
FF             @ End of action script, begin counter-attack script
FC 0C 03 04    | If... Variable $003 is less than 4
FC 12 00 00    | > If... Monsters <Self> are dead
F5 00 00 00    | >> Adjust enemies: Monsters <Self> => Unhide, refill HP
F8 03 81       | >> Modify variable [$003 + 1]
FE             | >> End of if statement, reset target and wait
FC 12 01 00    | If... Monsters <0> are dead
F3 16 00       | > Display message 22: Rest in peace, in eternal darkness!
FA 0C 01 00    | > Use Animation 
F5 0B 03 00    | > Adjust enemies: Monsters <Self> => Hide, refill MP
F2 00 16 80    | > Formation change to 22
F3 17 00       | > Display message 23: Feel my pain! Come, Anima!
F5 08 00 01    | > Adjust enemies: Monsters <0> => Unhide, refill HP
FE             | > End of if statement, reset target and wait
FC 02 25 25    | If... Hit by spell [Libra] or [Libra]
F0 FE FE FE    | > Use spell: [Nothing]
FE             | > End of if statement, reset target and wait
FC 01 00 00    | If... Hit by command [Fight] or [Fight]
F0 FE EE EF    | > Random spell: [Nothing] or [Fight] or [Special: Lance of Atrophy]
FE             | > End of if statement, reset target and wait
FC 1A 30 01    | If... Monster in slot 0 has Fire weakness; targets them
FC 04 01 00    | > If... Hit by element(s) [Fire]
F0 FE FE FE    | >> Use spell: [Nothing]
FE             | >> End of if statement, reset target and wait
FC 1A 30 02    | If... Monster in slot 0 has Ice weakness; targets them
FC 04 02 00    | > If... Hit by element(s) [Ice]
F0 FE FE FE    | >> Use spell: [Nothing]
FE             | >> End of if statement, reset target and wait
FC 1A 30 04    | If... Monster in slot 0 has Lightning weakness; targets them
FC 04 04 00    | > If... Hit by element(s) [Lightning]
F0 FE FE FE    | >> Use spell: [Nothing]
FE             | >> End of if statement, reset target and wait
FC 1A 30 08    | If... Monster in slot 0 has Dark weakness; targets them
FC 04 08 00    | > If... Hit by element(s) [Dark]
F0 FE FE FE    | >> Use spell: [Nothing]
FE             | >> End of if statement, reset target and wait
FC 1A 30 10    | If... Monster in slot 0 has Wind weakness; targets them
FC 04 10 00    | > If... Hit by element(s) [Wind]
F0 FE FE FE    | >> Use spell: [Nothing]
FE             | >> End of if statement, reset target and wait
FC 1A 30 20    | If... Monster in slot 0 has Holy weakness; targets them
FC 04 20 00    | > If... Hit by element(s) [Holy]
F0 FE FE FE    | >> Use spell: [Nothing]
FE             | >> End of if statement, reset target and wait
FC 1A 30 40    | If... Monster in slot 0 has Earth weakness; targets them
FC 04 40 00    | > If... Hit by element(s) [Earth]
F0 FE FE FE    | >> Use spell: [Nothing]
FE             | >> End of if statement, reset target and wait
FC 1A 30 80    | If... Monster in slot 0 has Water weakness; targets them
FC 04 80 00    | > If... Hit by element(s) [Water]
F0 FE FE FE    | >> Use spell: [Nothing]
FE             | >> End of if statement, reset target and wait
FC 05 00 00    | If... HP is decreased
B1             | > Blaster
FE             | > End of if statement, reset target and wait
FF             - End of script

[script #282]  ; orig idx=282, "Anima", offset 0xE97DF0, special: 100% Deal 1x Damage + Inflict Condemned
F0 10 EF E8    | Random spell: [Death] or [Special: Pain] or [Kill]
FD             | Wait for next turn, reset target
F0 14 0B EF    | Random spell: [Scourge] or [Bio] or [Special: Pain]
FD             | Wait for next turn, reset target
F0 8C 94 EF    | Random spell: [Death Roulette] or [Level ? Death] or [Special: Pain]
FD             | Wait for next turn, reset target
F0 E8 20 14    | Random spell: [Kill] or [Comet] or [Scourge]
FD             | Wait for next turn, reset target
E9             | C. Dimension
FE             | End of if statement, reset target and wait
FF             @ End of action script, begin counter-attack script
FC 07 36 00    | If... Self MP is below 0 [0%]; targets them
F5 0C 01 FF    | > Adjust enemies: Monsters <ALL> => Boss Death
FE             | > End of if statement, reset target and wait
FC 12 00 00    | If... Monsters <Self> are dead
F5 00 00 01    | > Adjust enemies: Monsters <0> => Unhide, refill HP
F5 09 03 01    | > Adjust enemies: Monsters <0> => Hide, refill MP
F5 08 00 01    | > Adjust enemies: Monsters <0> => Unhide, refill HP
F3 18 00       | > Display message 24: Anima can not be defeated_ _unless drained of magic!
FE             | > End of if statement, reset target and wait
FC 0D 01 03    | If... Variable $001 is 3 or more
FC 05 00 00    | > If... HP is decreased
F1 45          | >> Set target: Last attacking party member/monster
71             | >> Shadow Flare
F8 01 00       | >> Modify variable [$001 = 0]
FE             | >> End of if statement, reset target and wait
FC 02 11 8D    | If... Hit by spell [Rasp] or [Mind Blast]
F8 01 81       | > Modify variable [$001 + 1]
FE             | > End of if statement, reset target and wait
FF             - End of script
